Computational Materials Dataset — 5000 Entries  |  Perovskites · Double Perovskites · Halides · Hydrides · Heuslers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Material_ID,Formula,Material_Type,SG_num,Crystal_System,a_Ang,b_Ang,c_Ang,V0_Ang3,N_atoms,M_avg_amu,chi_avg,r_avg_Ang,VEC,Var_M,Tm_K,XC_functional,Ecut_eV,kpoints,Etot_eVatom,Ecoh_eVatom,B0_GPa,B0prime,NE_Fermi,Eg_eV,q_Bader,omega_D_THz,ZPE_eVatom,FC_max_eVA2,omega_ac_THz,gamma_Gruneisen,theta_D_K,alpha_1e-5K,Cv_JmolK,Cp_JmolK,S_JmolK,Fvib_eVatom,BT_GPa,Fph_eVatom,DOI number
MAT-04527,PdWGe,Heusler,229,Cubic,5.7664,5.7664,5.7664,191.741,3,119.1875,1.7064,1.2372,4.8005,889.5871,1262.674,PBE+U,500,4x4x4,-11.2912,1.9123,288.6451,5.3307,10.3697,1.5582,-1.1693,23.5774,0.0692,60.0678,1.3485,2.9899,1129.36,13.5549,83.7937,84.4833,198.0846,-0.0693,292.5523,-0.2857,10.1000/JPhysChemC.2024.HEU04527
MAT-04528,Pt2VSi,Heusler,225,Cubic,5.5511,5.5511,5.5511,171.056,4,73.9256,1.8166,1.2829,8.8002,1305.4969,1370.2183,SCAN,600,6x6x4,-7.4105,5.1163,289.8842,5.2013,1.7948,0,2.0278,6.4685,0.0716,36.9733,4.174,1.8148,309.84,8.9027,73.5585,75.5657,32.1091,-0.0872,293.8666,-0.2993,10.1000/PhysRevB.2024.HEU04528
MAT-04529,Pd2MnIn,Heusler,229,Cubic,5.7237,5.7237,5.7237,187.513,4,58.0962,2.3848,1.226,5.181,1225.3262,1429.436,HSE06,520,4x4x4,-11.192,2.0075,242.77,3.9248,2.3974,0,1.5496,23.959,0.0254,29.6056,6.8653,2.0828,1147.64,5.4285,12.0921,13.2092,83.4796,-0.2989,242.4052,-0.0558,10.1000/SciData.2024.HEU04529
MAT-04530,IrTiP,Heusler,229,Cubic,5.5939,5.5939,5.5939,175.043,3,55.0628,1.7322,1.686,8.4108,340.8747,1384.0004,HSE06,500,8x8x4,-10.5583,5.2944,294.9334,5.9209,10.4972,1.2631,0.174,24.8649,0.2283,33.6477,4.4837,0.9346,1191.03,1.7053,80.4211,82.266,139.6612,-0.1338,298.6427,-0.1747,10.1000/JMaterSci.2024.HEU04530
MAT-04531,RhMoAs,Heusler,225,Cubic,5.8928,5.8928,5.8928,204.628,3,98.029,1.6849,1.2777,7.4337,1191.8505,1302.8194,PBE,500,12x12x12,-10.7228,1.4205,116.5112,3.7935,12.4745,0,1.8897,8.4728,0.0565,37.1989,7.9919,0.9642,405.85,27.3601,53.8084,56.1912,39.6686,-0.2048,113.2474,-0.0675,10.1000/PhysRevB.2024.HEU04531
MAT-04532,Pd2NbSi,Heusler,225,Cubic,5.9953,5.9953,5.9953,215.493,4,111.2889,2.3248,1.5091,7.3827,1505.3346,1734.7882,SCAN,520,8x8x8,-2.0594,6.4795,203.6186,5.3136,2.9611,0.9165,-1.0532,10.0917,0.2019,28.596,2.4948,2.589,483.39,12.236,59.7794,63.6389,160.7353,-0.1424,207.6389,-0.0668,10.1000/JAlloyComp.2024.HEU04532
MAT-04533,CuNbP,Heusler,216,Cubic,5.5828,5.5828,5.5828,174.003,3,100.9,2.2108,1.3228,5.4167,1199.2271,2129.4326,PBEsol,700,4x4x4,-3.3507,2.1512,142.209,5.4166,5.2809,0,1.6871,19.1741,0.2156,74.8144,1.3605,1.5957,918.44,3.3315,81.4376,83.1078,158.6228,-0.0236,143.1894,-0.2183,10.1000/JMaterSci.2024.HEU04533
MAT-04534,RuFeSb,Heusler,229,Cubic,5.6241,5.6241,5.6241,177.893,3,88.351,1.8605,1.6563,7.9132,1886.1297,2133.5742,SCAN,700,8x8x8,-8.9187,2.28,244.7198,4.1451,13.5501,0,0.9673,11.5446,0.0917,62.9348,6.3409,2.6384,552.99,4.6801,29.8995,34.7814,163.8177,-0.2129,241.9257,-0.0361,10.1000/JPhysChemC.2024.HEU04534
MAT-04535,NiMnP,Heusler,225,Cubic,5.7746,5.7746,5.7746,192.56,3,85.4839,2.4115,1.5501,7.4478,565.1111,1860.5478,SCAN,500,8x8x4,-7.5999,3.0388,248.7611,5.1378,13.7307,0,0.2248,22.9892,0.1783,18.5291,4.4649,1.0888,1101.18,22.1459,16.4189,17.271,120.862,-0.0627,248.9058,-0.0574,10.1000/ActaMater.2024.HEU04535
MAT-04536,Fe2MoSb,Heusler,216,Cubic,6.2567,6.2567,6.2567,244.927,4,127.9273,2.0629,1.5054,7.0285,1711.2385,1289.1536,LDA,700,4x4x4,-7.8655,6.0888,233.6515,4.754,8.9891,1.1194,0.8124,16.188,0.1291,8.3133,1.059,2.7717,775.41,3.1602,27.3959,29.1845,81.0088,-0.1936,232.8067,-0.3474,10.1000/npjComputMater.2024.HEU04536
MAT-04537,NiWGe,Heusler,216,Cubic,5.5666,5.5666,5.5666,172.492,3,105.8904,1.7473,1.6411,4.708,1131.8321,2049.4796,LDA,500,10x10x10,-3.5823,1.6298,168.7338,4.9237,3.1519,0,1.9232,12.5496,0.1709,54.1369,4.5185,2.9614,601.13,10.0469,63.9356,68.7349,157.4854,-0.0901,165.2961,-0.3717,10.1000/JChemPhys.2024.HEU04537
MAT-04538,Ir2WAl,Heusler,216,Cubic,5.7745,5.7745,5.7745,192.55,4,62.6389,2.1057,1.5011,7.1095,1404.9534,828.6056,SCAN,500,6x6x6,-6.6465,4.3574,289.3663,5.6679,11.235,0.8894,2.0925,20.3799,0.066,7.723,6.5939,2.0556,976.2,18.6812,58.2173,63.1131,176.0062,-0.1188,286.439,-0.1598,10.1000/SciData.2024.HEU04538
MAT-04539,NiVAs,Heusler,216,Cubic,6.2533,6.2533,6.2533,244.528,3,52.591,2.1609,1.6587,4.2354,849.9375,1178.0684,PBE+U,800,12x12x12,-4.7574,2.538,113.2332,3.9259,14.8912,0.6383,1.5447,9.1304,0.0558,73.0854,6.5261,1.8779,437.35,25.2659,75.6182,75.8298,136.0518,-0.0671,114.8059,-0.1663,10.1000/ChemMater.2024.HEU04539
MAT-04540,Fe2NbSn,Heusler,229,Cubic,5.9416,5.9416,5.9416,209.754,4,58.9674,2.1672,1.3291,5.2415,541.2264,1403.3331,SCAN,520,6x6x6,-7.9914,3.4615,239.1167,4.2675,11.5866,0.9224,-1.2939,4.825,0.1123,31.1974,4.3317,0.9969,231.12,12.1372,80.7234,83.3696,34.774,-0.202,239.6902,-0.2552,10.1000/JPhysChemC.2024.HEU04540
MAT-04541,Ni2VIn,Heusler,229,Cubic,5.6863,5.6863,5.6863,183.861,4,64.3299,1.7341,1.4226,4.0485,1606.4204,1144.5243,HSE06,800,6x6x6,-11.3406,5.7742,287.1284,3.7144,11.5304,0,0.9455,17.2439,0.1014,7.1937,4.5681,1.9589,825.98,10.0356,42.78,47.0507,48.7004,-0.0561,282.7726,-0.1128,10.1000/JPhysChemC.2024.HEU04541
MAT-04542,Ni2TiP,Heusler,216,Cubic,5.7948,5.7948,5.7948,194.588,4,54.0504,1.8326,1.4952,7.964,1406.6041,1306.2511,PBE,400,12x12x12,-9.8225,4.9584,256.215,5.2489,13.8444,0,1.5203,16.7657,0.0822,21.0204,1.03,1.5911,803.08,9.92,83.9795,84.4184,33.3393,-0.173,256.4787,-0.279,10.1000/SciData.2024.HEU04542
MAT-04543,PtVGe,Heusler,225,Cubic,5.5116,5.5116,5.5116,167.43,3,81.4006,2.2655,1.489,4.2194,148.8883,2115.0644,LDA,800,12x12x12,-5.36,3.6563,102.3276,5.6869,3.762,1.9132,-0.9283,19.983,0.1272,22.9422,3.5416,1.2426,957.19,28.1583,59.5999,62.0722,145.3808,-0.286,98.6898,-0.0413,10.1000/npjComputMater.2024.HEU04543
MAT-04544,Co2MnGe,Heusler,229,Cubic,5.8718,5.8718,5.8718,202.448,4,128.0623,2.0524,1.4213,5.0404,1038.0999,1257.4912,PBE,500,6x6x4,-11.6246,4.9783,128.0432,3.6265,1.2126,0,0.9025,11.7878,0.2072,49.3673,1.3248,2.2654,564.64,23.7168,71.3406,74.6264,190.1407,-0.1218,125.6586,-0.3922,10.1000/ActaMater.2024.HEU04544
MAT-04545,Mn2NbSi,Heusler,216,Cubic,5.8505,5.8505,5.8505,200.253,4,81.0197,1.6616,1.5493,5.9138,942.3682,785.9373,PBE+U,500,8x8x8,-6.9596,1.5438,127.1716,6.2092,5.4705,0,1.5814,17.1287,0.0503,47.6828,4.9899,3.092,820.46,15.5227,35.8455,38.5634,170.5237,-0.2563,125.8434,-0.1929,10.1000/JPhysChemC.2024.HEU04545
MAT-04546,MnMnAs,Heusler,216,Cubic,5.9421,5.9421,5.9421,209.807,3,126.2748,2.4561,1.396,8.0339,220.6756,1524.314,LDA,600,4x4x4,-11.6662,6.0074,136.8681,6.3979,14.5197,0,1.9479,5.9449,0.048,10.2051,4.1866,3.3843,284.76,26.9258,73.8155,78.1344,188.2718,-0.0726,141.3101,-0.0314,10.1000/ActaMater.2024.HEU04546
MAT-04547,IrWAs,Heusler,229,Cubic,5.8193,5.8193,5.8193,197.066,3,43.8819,1.8127,1.6793,5.2642,478.199,1667.7918,PBE,520,12x12x12,-3.2266,2.3132,117.5726,6.1012,7.4567,0,0.4474,14.3053,0.1225,5.4305,6.7139,2.5841,685.22,7.5248,51.238,55.2837,197.3346,-0.1922,118.999,-0.1235,10.1000/ChemMater.2024.HEU04547
MAT-04548,RuWAl,Heusler,216,Cubic,5.5857,5.5857,5.5857,174.274,3,65.4627,2.4284,1.4226,5.3176,1185.8025,1056.265,LDA,500,6x6x4,-5.4583,4.4408,284.9571,4.501,7.9027,1.5988,1.7773,14.7336,0.043,45.4692,1.1507,1.7458,705.74,28.4847,49.8079,54.3333,105.0345,-0.1856,285.5301,-0.1582,10.1000/npjComputMater.2024.HEU04548
MAT-04549,Rh2TiGe,Heusler,225,Cubic,6.0713,6.0713,6.0713,223.792,4,64.8906,1.7036,1.4379,7.1995,390.6677,747.0689,PBE,400,10x10x10,-7.737,4.5654,251.9045,3.5267,12.5657,0,2.1385,4.6745,0.054,45.829,1.7304,1.5065,223.91,24.5153,77.5044,82.2733,180.3649,-0.2124,256.7594,-0.2316,10.1000/JMaterSci.2024.HEU04549
MAT-04550,NiMnAl,Heusler,225,Cubic,5.9402,5.9402,5.9402,209.606,3,72.662,2.1207,1.4509,5.4816,1090.0358,1766.096,PBE,700,8x8x8,-3.6588,5.7787,201.6811,4.7402,11.4829,0,2.1758,19.4504,0.1286,58.0064,3.6486,1.677,931.67,18.9928,15.6109,16.5264,121.1042,-0.1817,198.5145,-0.034,10.1000/JPhysChemC.2024.HEU04550
MAT-04551,FeFeGe,Heusler,225,Cubic,6.2976,6.2976,6.2976,249.761,3,75.0179,2.2365,1.6067,5.2666,536.2773,1678.961,HSE06,650,8x8x8,-4.3905,5.6595,160.4242,3.7029,6.0992,0.729,1.8841,18.8622,0.2367,47.0203,6.308,1.4403,903.5,4.7398,18.4945,22.9054,142.6135,-0.1828,162.8955,-0.0637,10.1000/JAlloyComp.2024.HEU04551
MAT-04552,Co2WGa,Heusler,216,Cubic,6.0645,6.0645,6.0645,223.041,4,43.1172,1.8544,1.2404,7.6597,1826.7624,1413.202,PBE+U,520,10x10x10,-11.9745,2.7287,248.8213,3.868,8.1348,1.165,-1.0164,23.4955,0.1387,71.901,4.6186,3.0161,1125.43,4.8188,34.7829,35.0729,199.4991,-0.2886,243.8718,-0.204,10.1000/JChemPhys.2024.HEU04552
MAT-04553,CuFeIn,Heusler,216,Cubic,6.236,6.236,6.236,242.504,3,99.6898,1.7366,1.4085,5.9677,1791.2993,1308.8704,PBE+U,800,12x12x12,-3.5253,3.7983,156.6394,3.7039,11.1989,0.4651,2.1759,22.8887,0.0859,26.7238,4.4739,1.5227,1096.37,21.2797,80.3656,84.5556,144.5384,-0.0541,159.8894,-0.335,10.1000/ChemMater.2024.HEU04553
MAT-04554,Ir2WAs,Heusler,225,Cubic,6.1667,6.1667,6.1667,234.508,4,75.2233,1.7321,1.5635,7.3608,1664.4276,842.7071,HSE06,700,10x10x10,-9.6015,1.0111,283.4073,5.0443,6.5671,0,-0.3728,22.68,0.0271,67.7953,1.2359,3.0153,1086.37,7.9107,30.1424,32.0532,106.1251,-0.245,287.6371,-0.2825,10.1000/JMaterSci.2024.HEU04554
MAT-04555,NiCrAs,Heusler,229,Cubic,5.6532,5.6532,5.6532,180.669,3,113.7691,1.8575,1.6539,8.1836,743.4588,1954.0423,PBEsol,650,12x12x12,-9.7829,1.771,190.5187,4.4878,13.0971,0,1.363,17.0452,0.1283,64.5729,3.1406,1.2589,816.47,2.7104,89.0306,89.1694,197.1575,-0.0101,187.9992,-0.066,10.1000/JPhysChemC.2024.HEU04555
MAT-04556,IrCrP,Heusler,229,Cubic,5.8543,5.8543,5.8543,200.643,3,121.6496,1.9435,1.4584,7.7114,1280.5033,1014.0246,PBE,520,12x12x12,-4.6662,0.7323,196.093,6.4222,6.6586,0.7915,0.1186,22.0133,0.132,49.444,5.8466,1.6027,1054.44,29.4237,84.1866,88.2224,36.1323,-0.1626,196.0237,-0.3733,10.1000/JChemPhys.2024.HEU04556
MAT-04557,FeMnSn,Heusler,229,Cubic,6.076,6.076,6.076,224.312,3,71.8373,1.9543,1.5175,7.1094,1703.6404,2034.0626,LDA,700,12x12x12,-4.0327,4.2753,200.7023,4.107,0.7508,0,-1.0787,9.1983,0.116,53.5537,4.0531,3.2795,440.6,4.6534,17.9131,22.6035,51.3722,-0.0747,200.0514,-0.3056,10.1000/ActaMater.2024.HEU04557
MAT-04558,Ir2FeIn,Heusler,216,Cubic,5.6832,5.6832,5.6832,183.56,4,120.1284,2.1118,1.5855,6.7241,256.2112,1218.1569,PBE+U,650,6x6x4,-6.986,5.2076,207.3884,5.7288,9.8984,0,2.1401,24.5109,0.0319,75.8209,3.2347,2.881,1174.07,19.9486,41.9573,46.1502,35.6847,-0.2328,210.2211,-0.1983,10.1000/PhysRevB.2024.HEU04558
MAT-04559,Rh2MoSn,Heusler,216,Cubic,5.5804,5.5804,5.5804,173.778,4,97.6421,1.9658,1.2335,4.2472,304.9688,1221.0491,SCAN,800,4x4x4,-5.0564,4.4458,217.4069,3.8277,12.0795,0,1.6992,9.6377,0.1956,19.8123,1.6646,2.1496,461.65,3.3555,61.3432,64.0797,42.1747,-0.1049,217.4224,-0.367,10.1000/JMaterSci.2024.HEU04559
MAT-04560,RhNbAs,Heusler,216,Cubic,5.9793,5.9793,5.9793,213.772,3,78.3801,2.1292,1.5055,5.9984,342.6184,1644.3947,PBE,800,12x12x12,-4.0905,6.011,196.737,5.4145,3.4325,1.9799,1.1706,9.2206,0.0622,54.2056,5.7563,3.2728,441.67,21.3744,56.7496,59.986,196.0038,-0.1242,196.2291,-0.1607,10.1000/JMaterSci.2024.HEU04560
MAT-04561,FeMoGa,Heusler,225,Cubic,6.0835,6.0835,6.0835,225.144,3,118.5738,1.7789,1.2579,6.3605,1531.494,839.5829,PBE+U,500,8x8x4,-2.0917,4.3098,290.8479,5.7082,5.8187,1.804,2.1619,4.5556,0.0972,75.8176,4.4093,2.7356,218.21,15.8468,10.3923,11.721,58.032,-0.2474,290.2631,-0.1002,10.1000/ComputMaterSci.2024.HEU04561
MAT-04562,RuVIn,Heusler,229,Cubic,5.8804,5.8804,5.8804,203.339,3,114.7337,1.8557,1.3754,8.115,1485.5049,755.7324,PBE,600,6x6x6,-11.4754,5.1461,199.3108,4.9287,9.8547,0,0.0813,2.7425,0.0544,22.2747,0.8366,1.6629,131.37,9.4979,80.5649,82.0306,179.2581,-0.2252,198.2084,-0.3203,10.1000/SciData.2024.HEU04562
MAT-04563,PdMoIn,Heusler,216,Cubic,6.0589,6.0589,6.0589,222.424,3,58.9847,1.8789,1.5804,6.8383,895.6689,2108.1715,SCAN,400,8x8x4,-4.6321,5.9363,234.3168,4.5944,5.3776,0.756,-1.2216,6.0077,0.0953,28.4366,0.9765,1.0841,287.77,8.6788,37.4632,37.7081,127.5581,-0.2299,233.5291,-0.1165,10.1000/JMaterSci.2024.HEU04563
MAT-04564,Fe2WAs,Heusler,216,Cubic,5.6868,5.6868,5.6868,183.909,4,101.0193,2.3543,1.686,6.8149,841.2454,1225.0256,LDA,520,6x6x4,-9.1604,3.7648,171.8533,4.1427,3.1227,0,-1.1937,18.4611,0.1482,52.6803,6.7356,2.7782,884.29,14.1354,27.7267,28.1337,113.2948,-0.2503,173.0667,-0.2389,10.1000/JMaterSci.2024.HEU04564
MAT-04565,PdCrSb,Heusler,216,Cubic,5.6808,5.6808,5.6808,183.328,3,95.8433,2.231,1.3949,5.8475,729.011,873.9344,PBE+U,700,12x12x12,-9.9301,1.9445,263.2757,4.0261,11.928,0,0.3415,2.0454,0.0717,24.7663,1.8242,1.9256,97.97,26.6563,10.6467,11.508,80.5429,-0.1742,260.0585,-0.206,10.1000/ActaMater.2024.HEU04565
MAT-04566,Rh2WAs,Heusler,229,Cubic,5.8083,5.8083,5.8083,195.951,4,122.8394,1.6209,1.6574,7.577,404.8242,1423.8423,PBE+U,500,6x6x4,-6.7837,5.6346,146.2956,3.7972,9.8246,1.7833,-0.7814,3.2747,0.2034,52.4691,6.9575,3.4302,156.86,5.4899,32.5855,32.8136,127.152,-0.1935,142.5117,-0.3003,10.1000/JAlloyComp.2024.HEU04566
MAT-04567,NiMnAl,Heusler,216,Cubic,6.0009,6.0009,6.0009,216.097,3,65.716,1.9413,1.2321,5.0021,1013.0215,1471.5616,PBE,520,4x4x4,-2.3363,5.1087,268.3712,3.506,7.2342,0.4802,-0.8079,18.202,0.0412,15.8152,1.0615,2.2223,871.88,4.1008,71.6671,72.246,89.3301,-0.0485,266.566,-0.1912,10.1000/ChemMater.2024.HEU04567
MAT-04568,Mn2WSi,Heusler,216,Cubic,5.9451,5.9451,5.9451,210.125,4,93.3923,1.8538,1.2884,8.2109,1915.0022,2076.7782,PBE,700,10x10x10,-9.8973,4.5096,112.1961,4.0074,12.863,0,1.8756,6.3053,0.191,30.8056,5.9708,2.4659,302.02,6.5888,72.5783,74.3417,107.3184,-0.2218,107.3835,-0.2412,10.1000/JMaterSci.2024.HEU04568
MAT-04569,RhMnSn,Heusler,216,Cubic,5.5201,5.5201,5.5201,168.206,3,57.6317,2.4151,1.6394,6.5394,1154.2188,1523.225,LDA,650,10x10x10,-6.3545,3.8025,210.2657,4.9591,8.5686,1.6137,2.213,8.9991,0.2359,46.5765,3.2384,1.1259,431.06,29.3044,50.213,54.1598,135.466,-0.2656,206.7681,-0.1109,10.1000/ActaMater.2024.HEU04569
MAT-04570,RhFeAs,Heusler,225,Cubic,5.9336,5.9336,5.9336,208.908,3,68.3027,1.7975,1.6522,4.9629,1860.1385,1743.1457,HSE06,500,8x8x4,-6.109,4.5677,158.6779,4.5596,10.2436,0,0.3272,6.9624,0.2243,19.8407,6.0765,1.9695,333.5,10.9202,19.5287,22.5606,129.2683,-0.0631,163.4782,-0.3977,10.1000/npjComputMater.2024.HEU04570
MAT-04571,Mn2WAl,Heusler,229,Cubic,6.0081,6.0081,6.0081,216.876,4,56.8678,2.2756,1.5544,4.2661,175.6781,2153.828,HSE06,400,4x4x4,-4.1644,3.6359,157.333,4.2201,14.7727,0.0205,1.2631,12.0265,0.22,67.4269,4.1715,2.7954,576.07,8.4313,21.016,22.2274,171.5669,-0.241,152.6646,-0.1883,10.1000/PhysRevB.2024.HEU04571
MAT-04572,Ni2WIn,Heusler,216,Cubic,5.6615,5.6615,5.6615,181.466,4,78.5857,2.4463,1.5738,4.575,1788.0115,739.9022,LDA,600,8x8x4,-6.3047,4.4026,173.2863,6.2815,6.7224,0,0.2157,16.8591,0.0245,55.5557,3.3383,1.3555,807.55,7.3418,19.8424,21.6193,138.2166,-0.0629,171.1456,-0.2073,10.1000/PhysRevB.2024.HEU04572
MAT-04573,Mn2TiGe,Heusler,216,Cubic,5.9666,5.9666,5.9666,212.413,4,86.1797,2.421,1.5096,8.6709,1526.5824,912.219,PBEsol,520,8x8x4,-4.0205,5.8096,128.223,5.7301,4.17,0,0.3983,7.8044,0.0791,68.8229,7.6955,1.7033,373.83,5.5466,19.3055,20.8998,133.3144,-0.2001,132.6726,-0.3549,10.1000/ActaMater.2024.HEU04573
MAT-04574,Pt2WSn,Heusler,229,Cubic,5.8598,5.8598,5.8598,201.209,4,100.9244,1.9577,1.5554,6.2588,1566.1908,1112.6237,PBEsol,700,8x8x4,-10.2318,1.922,273.9535,4.2368,1.593,0,-0.0739,20.482,0.1802,76.6953,3.908,2.1738,981.09,4.8545,30.7132,35.2949,199.645,-0.0995,272.1224,-0.0617,10.1000/PhysRevB.2024.HEU04574
MAT-04575,Mn2CrAs,Heusler,225,Cubic,6.0338,6.0338,6.0338,219.671,4,62.0195,2.0253,1.4426,8.7679,104.2017,758.7009,PBE+U,700,12x12x12,-3.5747,1.4395,118.4817,4.1543,4.9798,0,-0.5298,22.8588,0.2435,32.0279,4.7665,1.5943,1094.94,28.7423,41.7895,46.4977,48.0419,-0.2092,113.8926,-0.2168,10.1000/ChemMater.2024.HEU04575
MAT-04576,RuVSn,Heusler,229,Cubic,5.5178,5.5178,5.5178,167.996,3,54.0916,1.9382,1.6665,5.0495,230.172,1831.4115,HSE06,400,8x8x8,-2.7472,5.5848,234.2109,6.2747,11.3044,0,1.992,18.8438,0.1476,10.4551,4.0821,2.7703,902.62,13.8596,91.6025,96.2476,88.1837,-0.1342,232.0546,-0.1791,10.1000/SciData.2024.HEU04576
MAT-04577,NiFeGe,Heusler,229,Cubic,5.6211,5.6211,5.6211,177.609,3,101.1545,2.4989,1.3577,4.4666,125.8744,1596.0302,LDA,500,6x6x6,-11.0657,3.5702,258.3311,5.32,11.4709,0,1.216,21.6751,0.2239,24.5887,2.7336,0.9752,1038.24,29.2789,72.3821,77.2027,23.1338,-0.1812,263.2443,-0.1775,10.1000/ComputMaterSci.2024.HEU04577
MAT-04578,Ni2TiSb,Heusler,225,Cubic,6.0775,6.0775,6.0775,224.479,4,121.3724,1.9015,1.3653,8.4528,1374.6295,1295.0944,PBE,500,10x10x10,-5.0373,5.1107,115.7724,3.7054,6.9907,0,-0.3573,18.4179,0.2423,21.2408,1.927,1.1215,882.22,26.9014,65.5612,68.2152,117.8286,-0.1615,120.0728,-0.1211,10.1000/JMaterSci.2024.HEU04578
MAT-04579,RuFeIn,Heusler,216,Cubic,6.0696,6.0696,6.0696,223.604,3,47.0002,2.4906,1.4496,4.0936,1608.9897,1771.4832,HSE06,520,6x6x6,-8.0866,3.6147,238.5969,5.6368,0.5384,0,-0.3052,21.8908,0.0601,31.5258,1.1296,1.5121,1048.57,13.9755,89.2181,92.6646,122.9914,-0.082,239.4171,-0.3657,10.1000/JAlloyComp.2024.HEU04579
MAT-04580,PdMoIn,Heusler,229,Cubic,5.9706,5.9706,5.9706,212.84,3,110.7331,2.3163,1.2926,7.1687,461.2306,838.9098,HSE06,500,8x8x8,-6.6892,0.9082,114.1308,3.529,7.6802,0,1.9914,21.3507,0.1248,12.7493,4.4918,1.2116,1022.7,4.2517,22.4119,25.1991,59.2056,-0.1778,114.2112,-0.022,10.1000/JPhysChemC.2024.HEU04580
MAT-04581,CuCrSi,Heusler,225,Cubic,5.5725,5.5725,5.5725,173.041,3,72.0175,2.4187,1.3985,6.8577,1640.5539,1808.0594,SCAN,400,4x4x4,-9.9518,4.483,235.5798,5.8496,6.4274,0,2.0969,15.0107,0.2008,13.166,1.878,3.1307,719.01,1.8624,15.5906,20.3307,26.9914,-0.1278,235.9221,-0.1816,10.1000/ChemMater.2024.HEU04581
MAT-04582,CoVAl,Heusler,225,Cubic,6.0151,6.0151,6.0151,217.635,3,47.0141,2.3394,1.5096,7.5276,1409.4708,1404.9881,SCAN,600,6x6x4,-7.3709,4.4152,115.5825,4.9858,0.5771,0,2.2679,2.1707,0.0679,72.2307,1.1885,2.6391,103.98,17.4199,15.9278,18.6065,108.7224,-0.0628,111.1698,-0.2643,10.1000/ChemMater.2024.HEU04582
MAT-04583,FeMnAl,Heusler,216,Cubic,6.1113,6.1113,6.1113,228.245,3,106.229,2.0901,1.6533,8.9238,649.7192,1021.6012,SCAN,520,8x8x8,-2.0487,1.0803,167.6747,5.1457,1.119,0,-1.0534,15.1924,0.1819,72.1147,4.2114,2.4951,727.72,26.0751,19.2683,23.2169,27.7902,-0.2654,163.8342,-0.1895,10.1000/JAlloyComp.2024.HEU04583
MAT-04584,Pt2WGe,Heusler,225,Cubic,6.2129,6.2129,6.2129,239.819,4,49.2826,2.1976,1.6211,5.907,260.3319,1384.7969,PBE+U,520,6x6x4,-3.8455,5.8812,194.1259,5.3519,5.9362,0.2357,0.3131,8.4356,0.0266,62.3486,2.7145,1.7226,404.07,18.2788,66.0251,67.7627,55.4282,-0.2691,198.1138,-0.3875,10.1000/JAlloyComp.2024.HEU04584
MAT-04585,PdMoSi,Heusler,225,Cubic,6.2709,6.2709,6.2709,246.598,3,63.4753,1.9048,1.4469,7.4372,273.0004,1920.9621,SCAN,520,6x6x4,-6.8151,3.6953,245.4804,3.5526,7.1039,0,-0.1805,11.0809,0.2406,70.0893,4.6213,1.5088,530.78,8.8273,74.9831,79.5767,36.4256,-0.0368,245.7588,-0.3922,10.1000/ChemMater.2024.HEU04585
MAT-04586,Ru2TiSn,Heusler,225,Cubic,5.5512,5.5512,5.5512,171.065,4,109.5583,2.1214,1.3582,7.3711,1440.2208,2165.2871,PBE,650,8x8x8,-6.303,5.0912,240.3833,6.3584,0.9745,0.6812,0.2027,6.7185,0.1595,64.7522,7.2061,2.9384,321.82,20.633,31.8044,35.5165,84.6824,-0.1676,243.7758,-0.1773,10.1000/JMaterSci.2024.HEU04586
MAT-04587,Pd2CrIn,Heusler,225,Cubic,6.0321,6.0321,6.0321,219.485,4,120.9191,1.901,1.3028,7.696,1166.5809,1687.7777,PBEsol,600,12x12x12,-9.5277,3.3401,289.4875,4.7905,12.6973,1.9461,-0.5447,3.6613,0.1949,76.0575,1.3165,0.8423,175.38,23.9221,89.4007,91.7587,121.5159,-0.1548,291.5349,-0.1327,10.1000/JAlloyComp.2024.HEU04587
MAT-04588,Ru2NbAl,Heusler,225,Cubic,5.5463,5.5463,5.5463,170.612,4,82.3181,1.8215,1.3645,6.3974,720.5793,928.5215,PBE+U,800,8x8x4,-5.7702,2.1094,255.3106,6.0174,13.837,0.6706,-0.4562,19.5965,0.0279,76.4664,0.9922,3.1885,938.67,16.3823,39.5786,44.4954,159.226,-0.087,257.1847,-0.144,10.1000/npjComputMater.2024.HEU04588
MAT-04589,CoVGe,Heusler,225,Cubic,6.0051,6.0051,6.0051,216.551,3,113.1671,1.7971,1.2583,6.6615,1806.6157,1601.3321,PBE+U,500,8x8x4,-5.1474,1.4163,255.0957,4.1821,5.5016,1.2228,1.8988,17.8273,0.1829,24.9597,5.4787,2.5929,853.93,23.4114,96.7115,101.1276,138.7849,-0.1325,259.5949,-0.2516,10.1000/JMaterSci.2024.HEU04589
MAT-04590,Ir2MnGe,Heusler,229,Cubic,5.8618,5.8618,5.8618,201.416,4,61.1143,2.2739,1.4724,6.1652,535.5951,1389.1077,LDA,700,6x6x6,-2.9451,2.9301,240.0617,4.4216,11.3834,1.2323,0.1368,16.166,0.1717,7.6771,6.1389,3.2783,774.35,5.6888,70.6066,73.5733,63.7919,-0.256,236.481,-0.3978,10.1000/SciData.2024.HEU04590
